TransactionID,Date,StoreID,ProductID,Category,UnitPrice,UnitsSold,Revenue,DiscountApplied,HolidayFlag
82,2018-04-30,43,1019,Electronics,17.53,18,315.54,20,0
83,2018-03-06,32,2019,Clothing,132.17,35,4625.95,15,0
84,2022-05-29,4,3016,Groceries,5.98,29,173.42,0,0
85,2018-09-19,35,5001,Sports,125.27,23,2881.21,5,0
86,2022-01-17,20,3016,Groceries,284.49,5,1422.45,5,0
87,2021-06-16,21,3031,Groceries,171.28,7,1198.96,0,1
88,2020-04-05,43,2008,Clothing,108.99,18,1961.82,10,1
89,2020-12-03,23,5012,Sports,270.69,40,10827.6,15,0
90,2020-02-03,29,1015,Electronics,270.83,29,7854.07,15,1
91,2022-05-09,17,1014,Electronics,73.85,3,221.55,20,1
92,2018-02-01,34,2003,Clothing,199.1,39,7764.9,5,1
93,2018-03-09,50,4006,Home & Kitchen,192.64,23,4430.72,20,1
94,2018-05-02,39,3044,Groceries,235.07,19,4466.33,15,1
95,2022-07-30,35,5012,Sports,270.3,2,540.6,0,0
96,2022-08-16,17,1013,Electronics,222.25,6,1333.5,5,1
97,2018-04-06,50,4005,Home & Kitchen,207.56,10,2075.6,5,0
98,2019-11-02,24,4020,Home & Kitchen,19.16,13,249.08,0,1
99,2018-01-31,42,2007,Clothing,168.16,26,4372.16,5,1
100,2022-11-29,6,5009,Sports,227.79,4,911.16,10,1
101,2018-09-21,49,5004,Sports,166.82,1,166.82,0,0
102,2019-07-25,33,3001,Groceries,51.73,22,1138.06,10,0
103,2021-01-01,8,2008,Clothing,282.24,33,9313.92,20,0
104,2019-10-20,41,3017,Groceries,239.35,9,2154.15,15,1
105,2020-03-26,26,4009,Home & Kitchen,45.73,19,868.87,10,0
106,2021-05-27,47,5002,Sports,121.4,26,3156.4,15,1
107,2019-12-15,1,3004,Groceries,181.89,39,7093.71,10,0
108,2018-05-18,50,1007,Electronics,194.23,1,194.23,10,0
109,2021-06-13,28,5007,Sports,273.45,24,6562.8,20,0
110,2018-02-25,30,1017,Electronics,182.85,23,4205.55,0,1
111,2022-12-11,46,5005,Sports,54.16,13,704.08,15,0
112,2020-10-02,7,2003,Clothing,62.83,37,2324.71,20,0
113,2021-03-26,22,5008,Sports,35.53,16,568.48,20,0
114,2019-12-31,36,5015,Sports,279.68,4,1118.72,5,1
115,2020-05-02,16,3009,Groceries,253.1,32,8099.2,15,0
116,2021-12-27,44,4004,Home & Kitchen,127.82,36,4601.52,5,0
117,2019-09-21,21,1015,Electronics,113.39,34,3855.26,10,1
118,2021-10-04,46,5002,Sports,164.17,35,5745.95,20,1
119,2020-01-03,14,4013,Home & Kitchen,250.62,21,5263.02,0,0
120,2018-11-16,39,5008,Sports,41.94,22,922.68,20,0
121,2020-09-24,21,4003,Home & Kitchen,175.69,5,878.45,5,0
122,2020-05-25,26,1014,Electronics,283.34,18,5100.12,10,0
123,2021-08-06,34,5011,Sports,5.66,28,158.48,5,1
124,2018-06-25,6,2006,Clothing,264.26,4,1057.04,15,1
125,2019-03-22,2,1015,Electronics,53.17,36,1914.12,0,0
126,2022-10-13,19,4015,Home & Kitchen,275.14,1,275.14,10,0
127,2022-12-29,9,2012,Clothing,277.68,7,1943.76,0,1
128,2019-03-05,36,2020,Clothing,84,32,2688,0,0
129,2022-05-30,36,3040,Groceries,130.89,30,3926.7,15,1
130,2021-07-26,33,1017,Electronics,30.52,15,457.8,0,1
131,2019-11-18,32,5014,Sports,92.28,5,461.4,5,0
132,2019-04-01,21,1004,Electronics,291.24,12,3494.88,15,0
133,2018-08-01,36,2005,Clothing,296.08,15,4441.2,20,0
134,2021-03-14,38,4018,Home & Kitchen,11.65,28,326.2,10,1
135,2021-11-12,36,2002,Clothing,129.49,3,388.47,20,1
136,2018-08-06,46,5009,Sports,41.51,36,1494.36,10,1
137,2021-05-30,28,1007,Electronics,294.7,33,9725.1,0,1
138,2020-09-28,24,2002,Clothing,79.77,27,2153.79,0,0
139,2020-07-08,3,1018,Electronics,224.22,33,7399.26,15,0
140,2021-07-24,45,4013,Home & Kitchen,291.68,15,4375.2,0,0
141,2020-01-13,50,3005,Groceries,76.85,10,768.5,10,1
142,2019-06-01,41,2010,Clothing,213.59,38,8116.42,0,1
143,2019-02-14,21,2007,Clothing,266.96,28,7474.88,10,0
144,2018-07-09,37,5010,Sports,236.7,22,5207.4,0,1
145,2021-06-28,25,2011,Clothing,106.04,8,848.32,5,1
146,2019-12-17,10,2005,Clothing,218.22,39,8510.58,5,1
147,2018-02-13,45,2014,Clothing,196.02,14,2744.28,0,1
148,2019-06-01,8,2009,Clothing,34.03,39,1327.17,15,0
149,2019-09-19,42,3036,Groceries,58.06,24,1393.44,5,1
150,2020-10-20,8,5003,Sports,181.13,13,2354.69,5,1
151,2021-01-09,49,5010,Sports,143.14,22,3149.08,10,1
152,2021-07-03,28,1013,Electronics,197.31,6,1183.86,20,0
153,2018-09-22,39,2012,Clothing,157.05,11,1727.55,0,1
154,2021-01-06,3,5003,Sports,9.45,36,340.2,0,0
155,2018-09-23,17,2010,Clothing,209.6,31,6497.6,10,1
156,2019-09-20,26,3017,Groceries,256.1,28,7170.8,10,1
157,2021-08-18,49,2003,Clothing,282.79,35,9897.65,0,0
158,2019-08-02,6,5012,Sports,45.5,2,91,10,1
159,2018-05-13,44,1004,Electronics,63.19,17,1074.23,5,0
160,2020-02-22,18,1003,Electronics,231.05,24,5545.2,5,0
161,2019-10-05,5,4014,Home & Kitchen,176.01,28,4928.28,15,1
162,2019-08-25,29,4006,Home & Kitchen,55.61,18,1000.98,10,1
163,2020-05-16,32,1006,Electronics,77.69,6,466.14,0,1
164,2021-07-27,20,5001,Sports,83.65,18,1505.7,15,0
165,2018-06-29,46,3027,Groceries,38.91,36,1400.76,20,1
166,2019-02-20,20,1010,Electronics,184.42,17,3135.14,10,1
167,2021-12-19,5,3045,Groceries,152.69,38,5802.22,15,0
168,2020-10-13,24,5015,Sports,68.41,16,1094.56,15,1
169,2022-06-13,24,5014,Sports,203.48,11,2238.28,15,1
170,2020-10-03,34,1017,Electronics,155.31,26,4038.06,15,0
171,2019-08-17,38,4017,Home & Kitchen,73.36,40,2934.4,10,1
172,2019-07-09,18,4011,Home & Kitchen,72.66,9,653.94,15,0
173,2021-05-29,48,3026,Groceries,104.9,12,1258.8,20,0
174,2020-08-31,22,5013,Sports,263.94,4,1055.76,10,0
175,2020-05-12,37,3025,Groceries,99.92,5,499.6,20,1
176,2020-09-17,28,2009,Clothing,233.1,38,8857.8,5,0
177,2020-08-26,9,5010,Sports,223.95,39,8734.05,5,0
178,2022-06-20,44,1018,Electronics,186.73,31,5788.63,0,0
179,2018-02-01,26,4013,Home & Kitchen,144.04,11,1584.44,15,1
180,2018-12-23,12,3049,Groceries,213.24,17,3625.08,20,0
181,2020-08-07,40,1002,Electronics,235.37,13,3059.81,10,1
182,2022-02-01,4,3045,Groceries,125.65,36,4523.4,0,0
183,2018-03-13,9,4006,Home & Kitchen,285.73,21,6000.33,15,0
184,2020-10-06,16,3028,Groceries,222.15,16,3554.4,20,0
185,2018-12-08,15,5009,Sports,17.99,26,467.74,15,0
186,2021-12-11,44,4002,Home & Kitchen,254.12,33,8385.96,0,0
187,2020-02-20,43,1005,Electronics,250.23,4,1000.92,0,1
188,2018-11-08,19,1020,Electronics,225.41,1,225.41,10,1
189,2019-02-06,9,3006,Groceries,217.28,39,8473.92,0,1
190,2021-02-16,8,4008,Home & Kitchen,138.31,6,829.86,5,0
191,2019-11-18,46,4009,Home & Kitchen,22.37,21,469.77,15,0
192,2022-08-25,8,5006,Sports,202.66,21,4255.86,10,1
193,2021-05-27,26,3016,Groceries,160.98,16,2575.68,15,1
194,2019-09-24,49,1016,Electronics,297.97,40,11918.8,20,1
195,2018-02-24,33,4019,Home & Kitchen,240.97,40,9638.8,15,0
196,2018-03-06,50,1014,Electronics,55.87,9,502.83,20,0
197,2022-07-14,40,5001,Sports,27.69,27,747.63,5,1
198,2019-12-31,34,2009,Clothing,76.61,17,1302.37,15,0
199,2022-04-21,3,5002,Sports,293.36,37,10854.32,20,1
200,2022-08-25,21,3039,Groceries,84.07,2,168.14,15,0
201,2021-01-06,24,1018,Electronics,288.91,13,3755.83,5,0
202,2019-04-27,29,2010,Clothing,92.36,5,461.8,0,1
203,2021-04-18,21,1017,Electronics,37.34,25,933.5,10,0
204,2020-10-27,48,5011,Sports,37.53,30,1125.9,10,0
205,2020-04-28,20,1016,Electronics,139.58,23,3210.34,0,0
206,2019-09-14,15,2006,Clothing,197.36,38,7499.68,20,1
207,2020-04-23,10,4019,Home & Kitchen,42.52,13,552.76,20,0
208,2022-05-06,7,2003,Clothing,56.68,31,1757.08,10,0
209,2021-10-26,44,3048,Groceries,140.16,37,5185.92,5,0
210,2020-03-31,22,4018,Home & Kitchen,168.21,17,2859.57,20,0
211,2022-08-16,8,3024,Groceries,61.26,32,1960.32,15,0
212,2020-12-17,4,1016,Electronics,28.25,37,1045.25,0,1
213,2020-12-28,7,2009,Clothing,257.99,13,3353.87,0,1
214,2020-08-18,50,4016,Home & Kitchen,192.15,34,6533.1,15,1
215,2021-01-29,10,1004,Electronics,245.63,39,9579.57,10,1
216,2022-02-26,49,3035,Groceries,204.54,39,7977.06,15,1
217,2020-11-12,9,3022,Groceries,117.14,2,234.28,15,0
218,2022-08-06,5,5011,Sports,160.11,7,1120.77,15,1
219,2020-12-11,40,3012,Groceries,268.06,32,8577.92,15,0
220,2020-07-20,24,4005,Home & Kitchen,71.12,26,1849.12,0,1
221,2018-10-22,6,5008,Sports,121.16,25,3029,0,1
222,2018-03-28,27,4002,Home & Kitchen,51.43,11,565.73,15,1
223,2020-04-10,50,3029,Groceries,65.28,6,391.68,5,0
224,2019-02-05,23,4016,Home & Kitchen,32.37,28,906.36,10,1
225,2019-04-29,4,3042,Groceries,130.61,21,2742.81,10,1
226,2021-11-26,1,3047,Groceries,189.71,33,6260.43,20,1
227,2022-09-03,17,5004,Sports,235.57,14,3297.98,20,0
228,2018-11-06,29,3001,Groceries,242.62,15,3639.3,10,0
229,2018-01-31,23,4008,Home & Kitchen,144.58,3,433.74,10,0
230,2018-09-05,5,1002,Electronics,217.13,35,7599.55,15,0
231,2021-03-05,1,3037,Groceries,22.89,36,824.04,10,1
232,2022-05-13,34,1018,Electronics,82.18,1,82.18,10,1
233,2018-04-07,17,3047,Groceries,270.49,28,7573.72,10,1
234,2018-10-28,35,4003,Home & Kitchen,289.02,17,4913.34,15,1
235,2018-05-21,12,3035,Groceries,90.39,4,361.56,5,1
236,2020-01-30,33,1010,Electronics,69.68,34,2369.12,20,0
237,2021-10-11,44,1013,Electronics,152.5,23,3507.5,10,0
238,2019-03-14,6,4002,Home & Kitchen,156.49,33,5164.17,15,1
239,2020-07-22,7,3049,Groceries,82.32,12,987.84,10,1
240,2019-06-06,12,1019,Electronics,78.93,13,1026.09,0,0
241,2018-04-24,23,4004,Home & Kitchen,45.84,16,733.44,5,0
242,2020-11-23,33,5003,Sports,197.38,4,789.52,5,0
243,2021-08-27,44,1020,Electronics,275.55,14,3857.7,15,1
244,2022-01-29,25,3010,Groceries,256.93,17,4367.81,10,1
245,2022-09-16,1,2016,Clothing,11.27,35,394.45,0,1
246,2020-04-17,22,1006,Electronics,258.29,7,1808.03,5,1
247,2021-11-28,6,1002,Electronics,35.96,31,1114.76,0,1
248,2021-04-06,14,2007,Clothing,203.41,28,5695.48,15,0
249,2019-05-07,46,3041,Groceries,277.71,28,7775.88,15,1
250,2019-01-13,2,4003,Home & Kitchen,216.97,3,650.91,15,0
251,2021-06-14,44,4017,Home & Kitchen,149.07,39,5813.73,0,0
252,2021-01-02,35,4008,Home & Kitchen,130.39,5,651.95,5,0
253,2019-04-24,23,2006,Clothing,167.32,35,5856.2,5,1
254,2022-07-16,48,2020,Clothing,23.21,35,812.35,20,0
255,2020-11-07,27,3022,Groceries,55.86,9,502.74,5,0
256,2022-03-14,40,2012,Clothing,214.77,40,8590.8,5,1
257,2020-03-06,3,1010,Electronics,28.86,28,808.08,10,1
258,2018-04-20,20,3017,Groceries,266.89,24,6405.36,20,0
259,2021-07-01,25,3015,Groceries,272.72,3,818.16,20,1
260,2018-01-04,43,4007,Home & Kitchen,10.1,24,242.4,0,1
261,2022-12-01,1,4003,Home & Kitchen,157.89,16,2526.24,10,0
262,2018-02-18,41,4012,Home & Kitchen,144.6,34,4916.4,10,0
263,2022-01-04,34,4009,Home & Kitchen,252.98,11,2782.78,10,0
264,2020-04-23,21,4002,Home & Kitchen,62.7,23,1442.1,15,1
265,2020-10-14,16,3029,Groceries,217.87,28,6100.36,5,1
266,2022-09-24,3,1016,Electronics,287.41,15,4311.15,5,0
267,2019-09-15,30,3043,Groceries,239.16,10,2391.6,15,0
268,2019-05-23,43,3009,Groceries,190.76,17,3242.92,20,1
269,2022-07-28,42,5013,Sports,84.59,15,1268.85,0,0
270,2020-08-16,37,4015,Home & Kitchen,173.2,2,346.4,0,1
271,2020-11-29,44,3048,Groceries,171.36,7,1199.52,10,0
272,2021-04-17,18,5010,Sports,77.22,31,2393.82,5,0
273,2022-02-28,36,2016,Clothing,123.57,30,3707.1,0,0
274,2022-12-14,6,4018,Home & Kitchen,263.42,23,6058.66,20,1
275,2019-06-06,37,3046,Groceries,202.35,34,6879.9,20,1
276,2022-11-07,34,3022,Groceries,174.36,10,1743.6,15,0
277,2018-08-30,13,3036,Groceries,8.1,33,267.3,5,0
278,2019-02-03,14,2009,Clothing,45.26,37,1674.62,15,0
279,2021-05-18,28,5007,Sports,46.04,9,414.36,5,0
280,2018-07-28,21,3013,Groceries,152.81,32,4889.92,5,1
281,2022-08-04,49,1007,Electronics,283.25,22,6231.5,20,0
282,2019-12-11,10,5006,Sports,32.84,32,1050.88,20,1
283,2022-12-01,13,5014,Sports,55.91,19,1062.29,15,1
284,2022-06-29,22,5004,Sports,100.02,1,100.02,20,0
285,2020-11-19,47,5004,Sports,257.35,9,2316.15,10,0
286,2022-07-20,18,5002,Sports,179.42,11,1973.62,20,1
287,2020-06-19,47,4015,Home & Kitchen,171.5,35,6002.5,10,0
288,2019-04-20,39,1001,Electronics,128.14,34,4356.76,5,1
289,2021-06-04,32,3027,Groceries,151.94,32,4862.08,20,1
290,2021-03-10,4,3026,Groceries,131.28,8,1050.24,0,1
291,2022-04-07,16,4016,Home & Kitchen,103.82,20,2076.4,15,1
292,2022-11-24,19,2008,Clothing,219.87,32,7035.84,20,1
293,2021-08-23,27,4001,Home & Kitchen,131.24,31,4068.44,0,0
294,2020-09-13,16,4017,Home & Kitchen,247.98,25,6199.5,5,1
295,2018-03-22,12,3011,Groceries,99.25,33,3275.25,10,1
296,2018-07-06,13,5010,Sports,291.09,34,9897.06,0,1
297,2021-04-14,36,2019,Clothing,143.88,28,4028.64,0,1
298,2018-03-29,9,4018,Home & Kitchen,270.19,7,1891.33,10,1
299,2018-12-11,38,1018,Electronics,267.1,10,2671,0,0
300,2021-10-15,44,4019,Home & Kitchen,191.12,25,4778,10,1
301,2020-03-07,5,5012,Sports,134.96,30,4048.8,15,0
302,2018-03-31,50,5013,Sports,109.13,21,2291.73,15,1
303,2018-10-01,28,4006,Home & Kitchen,264.52,5,1322.6,15,1
304,2019-11-24,35,1003,Electronics,274.17,35,9595.95,15,1
305,2019-11-07,38,4020,Home & Kitchen,61.84,10,618.4,5,1
306,2022-11-28,45,4003,Home & Kitchen,50.77,17,863.09,10,0
307,2018-06-15,1,4008,Home & Kitchen,242.49,29,7032.21,20,0
308,2019-02-19,48,4014,Home & Kitchen,155.06,8,1240.48,20,1
309,2018-10-26,20,1018,Electronics,160.67,17,2731.39,10,0
310,2019-01-19,34,5003,Sports,37.85,5,189.25,15,1
311,2022-04-17,18,1011,Electronics,223.48,37,8268.76,0,1
312,2019-08-23,15,5010,Sports,225.58,13,2932.54,10,0
313,2022-05-11,9,5010,Sports,69.64,29,2019.56,10,1
314,2021-12-14,28,1001,Electronics,176.8,6,1060.8,0,0
315,2018-06-24,12,4010,Home & Kitchen,216.1,36,7779.6,20,1
316,2021-07-02,26,4016,Home & Kitchen,233.05,32,7457.6,0,0
317,2019-09-28,45,3015,Groceries,188.78,25,4719.5,0,0
318,2022-09-06,38,4007,Home & Kitchen,230.6,37,8532.2,10,1
319,2019-07-19,26,4017,Home & Kitchen,181.07,3,543.21,15,0
320,2022-08-20,2,5013,Sports,39.55,4,158.2,0,1
321,2022-02-16,29,4017,Home & Kitchen,116.41,16,1862.56,0,1
322,2020-06-07,5,4005,Home & Kitchen,166.98,11,1836.78,20,1
323,2020-02-11,36,2020,Clothing,67.79,13,881.27,0,1
324,2022-05-11,6,4017,Home & Kitchen,83.85,20,1677,5,1
325,2018-02-15,38,4001,Home & Kitchen,248.17,39,9678.63,0,1
326,2021-05-17,26,3024,Groceries,294.36,33,9713.88,5,1
327,2022-10-20,15,5009,Sports,290.65,5,1453.25,15,0
328,2018-06-25,14,4011,Home & Kitchen,255.82,39,9976.98,10,0
329,2020-07-18,7,5011,Sports,140.86,26,3662.36,15,0
330,2021-07-17,15,4003,Home & Kitchen,106.85,20,2137,10,1
331,2018-04-30,11,3026,Groceries,152.48,9,1372.32,10,0
332,2020-02-02,4,4018,Home & Kitchen,214.54,39,8367.06,5,1
333,2021-08-28,26,2015,Clothing,133.2,33,4395.6,5,0
334,2022-08-19,50,3036,Groceries,112.69,33,3718.77,15,1
335,2020-05-08,46,5002,Sports,33.18,8,265.44,15,1
336,2022-05-19,19,5001,Sports,67.85,34,2306.9,10,1
337,2022-07-17,5,3048,Groceries,146.94,3,440.82,10,1
338,2019-05-08,17,2020,Clothing,133.63,23,3073.49,0,1
339,2019-12-19,47,1017,Electronics,56.31,35,1970.85,5,0
340,2022-07-24,26,5012,Sports,222.21,38,8443.98,0,1
341,2021-01-22,16,3004,Groceries,120.59,21,2532.39,5,1
342,2022-08-21,28,2006,Clothing,232.6,11,2558.6,5,1
343,2021-11-27,2,4002,Home & Kitchen,143.51,14,2009.14,10,1
344,2018-12-28,12,5007,Sports,223.13,34,7586.42,20,0
345,2022-04-20,22,1016,Electronics,257.89,18,4642.02,10,0
346,2019-12-20,1,2013,Clothing,263.47,25,6586.75,15,0
347,2020-10-15,8,3019,Groceries,250.57,6,1503.42,0,1
348,2020-04-28,44,4003,Home & Kitchen,284.17,25,7104.25,10,0
349,2022-03-02,41,2020,Clothing,249.83,14,3497.62,5,0
350,2018-12-03,22,5007,Sports,35.78,30,1073.4,20,0
351,2020-10-24,25,1019,Electronics,42.79,31,1326.49,10,1
352,2018-06-03,20,5002,Sports,75.07,7,525.49,10,0
353,2019-10-06,39,4015,Home & Kitchen,141.47,33,4668.51,0,0
354,2018-04-09,10,4005,Home & Kitchen,15.54,24,372.96,5,0
355,2022-09-02,41,5002,Sports,203.62,34,6923.08,0,1
356,2018-01-08,19,5006,Sports,262.38,32,8396.16,20,0
357,2019-12-28,4,5006,Sports,68.13,3,204.39,15,1
358,2019-12-14,48,4019,Home & Kitchen,45.16,19,858.04,5,1
359,2021-08-13,8,5003,Sports,8.33,24,199.92,15,0
360,2022-12-23,20,1018,Electronics,27.4,7,191.8,5,1
361,2022-12-29,22,1020,Electronics,166.81,4,667.24,20,0
362,2022-02-11,42,2018,Clothing,130.99,23,3012.77,0,1
363,2020-05-18,33,1015,Electronics,242.28,12,2907.36,20,0
364,2018-01-04,27,2011,Clothing,161.93,11,1781.23,5,0
365,2020-05-12,16,3044,Groceries,238.98,1,238.98,20,1
366,2021-12-24,8,4015,Home & Kitchen,102.27,20,2045.4,20,1
367,2019-09-02,34,4007,Home & Kitchen,254.08,40,10163.2,20,0
368,2021-06-28,4,4005,Home & Kitchen,237.93,2,475.86,20,1
369,2019-04-15,32,3022,Groceries,20.8,27,561.6,5,1
370,2020-01-16,20,5010,Sports,104.87,25,2621.75,10,1
371,2018-05-12,26,3008,Groceries,129.69,34,4409.46,20,0
372,2022-08-18,24,4003,Home & Kitchen,267.34,14,3742.76,5,0
373,2022-01-06,33,2006,Clothing,180.49,34,6136.66,15,1
374,2022-02-22,19,2019,Clothing,124.17,34,4221.78,10,0
375,2020-03-02,34,1001,Electronics,126.86,38,4820.68,0,0
376,2018-06-14,42,4012,Home & Kitchen,162.24,27,4380.48,20,0
377,2021-02-27,50,5014,Sports,260.4,32,8332.8,5,1
378,2019-03-27,5,3008,Groceries,167.23,38,6354.74,20,0
379,2018-09-19,4,5003,Sports,161.86,25,4046.5,0,0
380,2020-04-21,42,2011,Clothing,253.35,36,9120.6,5,1
381,2021-03-28,34,2012,Clothing,165.01,11,1815.11,5,1
382,2018-02-27,26,2009,Clothing,32.19,3,96.57,10,1
383,2021-02-08,38,5006,Sports,138.8,20,2776,0,1
384,2019-07-12,28,2001,Clothing,152.53,40,6101.2,10,0
385,2022-07-09,22,5013,Sports,62.4,25,1560,10,1
386,2018-03-22,20,1010,Electronics,64.71,29,1876.59,20,1
387,2019-04-23,1,2007,Clothing,223.2,32,7142.4,0,1
388,2020-07-13,44,1016,Electronics,212.76,11,2340.36,15,1
389,2019-10-23,14,2012,Clothing,21.35,30,640.5,15,0
390,2020-03-17,3,5011,Sports,74.78,30,2243.4,5,0
391,2020-06-06,34,5012,Sports,60.57,13,787.41,5,1
392,2019-07-02,23,1015,Electronics,174.98,37,6474.26,5,0
393,2020-10-15,28,4019,Home & Kitchen,254.83,2,509.66,10,0
394,2021-01-25,23,3015,Groceries,11.43,6,68.58,20,0
395,2019-08-16,20,2011,Clothing,33.45,26,869.7,5,0
396,2021-08-11,6,2004,Clothing,145.7,28,4079.6,20,1
397,2018-03-29,35,5009,Sports,100.37,16,1605.92,15,0
398,2022-06-23,22,2008,Clothing,237.19,15,3557.85,20,0
399,2021-05-04,44,4020,Home & Kitchen,228.59,38,8686.42,15,1
400,2021-10-20,19,4015,Home & Kitchen,151.61,11,1667.71,5,0
401,2018-10-13,13,4013,Home & Kitchen,56.5,28,1582,0,0
402,2022-10-28,29,5011,Sports,129.6,11,1425.6,15,0
403,2022-09-18,40,5010,Sports,52.62,17,894.54,20,1
404,2020-10-27,17,3002,Groceries,242.6,29,7035.4,15,0
